Relation NBA,,,,,,,,,
Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,MP*PER
Shaquille O'Neal*28LAL,28.7,12.7,3.7,0.6,2.8,0.572,0,0.513,1192.9
Charles Barkley*24PHI,28.3,11.9,3.2,1.3,1.3,0.587,0.28,0.751,1092.96
Devin Harris25NJN,21.3,3.3,6.9,1.7,0.2,0.438,0.291,0.82,779.76
Fat Lever26DEN,18.9,8.9,8,2.5,0.4,0.469,0.239,0.782,773.76
Terrell Brandon29MIN,17.1,3.4,8.9,1.9,0.4,0.466,0.402,0.899,757.12
Paul Pierce*26BOS,23,6.5,5.1,1.6,0.7,0.402,0.299,0.819,750.78
Paul George25IND,23.1,7,4.1,1.9,0.4,0.418,0.371,0.86,727.32
Dale Ellis27SEA,25.8,4.5,2.6,1,0.1,0.503,0.413,0.767,717.96
Marcus Thornton23SAC,21.3,4.7,3.4,1.7,0.2,0.45,0.361,0.805,693.42
Jeff Hornacek29PHI,19.1,4.3,6.9,1.7,0.3,0.47,0.39,0.865,658.84
P.J. Brown33NOH,10.7,9,1.9,0.9,1,0.531,0,0.836,587.84
Kenny Anderson29BOS,14,2.7,5.1,1.7,0.1,0.44,0.386,0.775,549.84
Lester Conner29NJN,10.3,4.3,7.4,2.2,0.1,0.457,0.351,0.788,531.48
Reggie Williams23GSW,15.2,4.6,2.8,1,0.3,0.495,0.359,0.839,524.86
Raymond Felton28NYK,13.9,2.9,5.5,1.4,0.2,0.427,0.36,0.789,516.8
Richard Hamilton31DET,18.1,2.7,4.4,0.7,0.1,0.409,0.297,0.846,502.13
Marvin Williams21ATL,14.8,5.7,1.7,1,0.4,0.462,0.1,0.822,501.7
Jusuf Nurkić26POR,11.5,9,3.4,1,1.1,0.514,0.4,0.619,487.9
Larry Johnson27NYK,12.8,5.2,2.3,0.8,0.5,0.512,0.324,0.693,474.72
Dirk Nowitzki*38DAL,14.2,6.5,1.5,0.6,0.7,0.437,0.378,0.875,448.8
Dennis Rodman*28DET,8.8,9.7,0.9,0.6,0.7,0.581,0.111,0.654,446.6
D.J. Augustin31ORL,11.7,2.5,5.3,0.6,0,0.47,0.421,0.866,439.6
Alec Burks23UTA,13.9,4.2,3,0.6,0.2,0.403,0.382,0.822,432.9
Robert Covington31LAC,10.4,5.1,1,1.3,1.2,0.5,0.45,0.848,428.74
Jalen Rose33NYK,12.7,3.2,2.6,0.4,0.1,0.46,0.491,0.812,416.15
Mike Conley32UTA,14.4,3.2,4.4,0.8,0.1,0.409,0.375,0.827,408.9
Danilo Gallinari32ATL,13.3,4.1,1.5,0.6,0.2,0.434,0.406,0.925,391.2
Hakim Warrick25MEM,11.4,4.7,0.7,0.5,0.4,0.502,0.271,0.704,379.08
Gary Grant25LAC,8.7,3.1,8.6,1.5,0.2,0.451,0.231,0.689,375.1
Tree Rollins26ATL,6.1,7.7,0.7,0.4,2.8,0.584,0,0.612,374.85
Josh Boone23NJN,8.2,7.3,0.8,0.5,0.9,0.548,0,0.456,374.44
Ben Gordon21CHI,15.1,2.6,2,0.6,0.1,0.411,0.405,0.863,363.56
Jason Maxiell24DET,7.9,5.3,0.6,0.3,1.1,0.538,0,0.633,360.72
Isaiah Stewart19DET,7.9,6.7,0.9,0.6,1.3,0.553,0.333,0.696,350.96
Nikola Mirotić25CHI,10.6,5.5,1.1,0.8,0.8,0.413,0.342,0.773,348
Chris Wilcox23TOT,8.1,5.3,0.7,0.4,0.4,0.571,0,0.732,344.27
Anderson Varejão24CLE,6.8,6.7,0.9,0.9,0.6,0.476,0,0.616,344.16
Jerome Williams30TOR,5.1,8.5,0.7,1.3,0.2,0.491,0,0.724,336.04
Andre Iguodala31GSW,7.8,3.3,3,1.2,0.3,0.466,0.349,0.596,330.87
Trey Burke26NYK,11.8,1.9,2.8,0.6,0.2,0.413,0.349,0.827,326.04
Tracy Murray25WSB,10,3.1,1,0.8,0.2,0.425,0.353,0.839,322.66
Charles Oakley28NYK,6.2,8.5,1.6,0.8,0.2,0.522,0,0.735,318.66
Gary Payton II29GSW,7.1,3.5,0.9,1.4,0.3,0.616,0.358,0.603,313.28
Lou Williams34TOT,11.3,2.1,3.4,0.7,0.1,0.41,0.399,0.867,302.4
Chris Childs31NYK,6.8,2.8,4,0.9,0,0.427,0.383,0.821,299.7
Nate McMillan31SEA,5,3.8,3.6,1.7,0.3,0.42,0.38,0.707,295.41
Joel Przybilla28POR,4.8,8.4,0.4,0.2,1.2,0.576,0,0.68,290.28
Joe Barry Carroll31TOT,10,5.8,1.3,0.6,1.5,0.411,0,0.774,284.76
Tarik Black23TOT,6,5.8,0.7,0.3,0.4,0.575,0,0.551,279.3
John Salley24DET,7,5,1.1,0.6,1.1,0.498,0,0.692,270.32
Mike Brown28UTA,7.7,5.8,1,0.5,0.4,0.453,0,0.667,266.91
