Relation NBA,,,,,,,,,
Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,MP*PER
Michael Jordan*27CHI,31.5,6,5.5,2.7,1,0.539,0.312,0.851,1169.2
Hakeem Olajuwon*30HOU,26.1,13,3.5,1.8,4.2,0.529,0,0.779,1078.35
Amar'e Stoudemire22PHO,26,8.9,1.6,1,1.6,0.559,0.188,0.733,960.26
Kevin Durant34BRK,29.7,6.7,5.3,0.8,1.5,0.559,0.376,0.934,943.2
Pau Gasol*30LAL,18.8,10.2,3.3,0.6,1.6,0.529,0.333,0.823,862.1
Chris Paul30LAC,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,856.74
Steve Nash*32PHO,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,840.14
Zach Randolph29MEM,20.1,12.2,2.2,0.8,0.3,0.503,0.186,0.758,820.38
Vince Carter25TOR,24.7,5.2,4,1.6,0.7,0.428,0.387,0.798,815.9
Jack Sikma*28SEA,19.1,11.1,4,1.2,1.1,0.499,0,0.856,719.05
Sam Cassell31MIL,18.2,3.8,7.6,1.2,0.1,0.474,0.306,0.858,715.56
Chris Webber*20GSW,17.5,9.1,3.6,1.2,2.2,0.552,0,0.532,696.57
Jason Kidd*23PHO,11.6,4.8,9,2.4,0.4,0.423,0.4,0.688,639
George Hill28IND,16.1,4.2,5.1,1,0.3,0.477,0.358,0.79,634.25
Josh Hart26POR,19.9,5.4,4.3,1.2,0.2,0.503,0.373,0.772,622.74
Montrezl Harrell25LAC,16.6,6.5,2,0.9,1.3,0.615,0.176,0.643,615.42
Tyreke Evans25NOP,16.6,5.3,6.6,1.3,0.5,0.447,0.304,0.694,603.57
Bob Lanier*31MIL,15.7,6.9,2.4,1.4,1.1,0.519,1,0.785,582.2
Ricky Rubio25MIN,10.1,4.3,8.7,2.1,0.1,0.374,0.326,0.847,538.56
Clarence Weatherspoon26PHI,12.2,8.3,1.7,0.9,1,0.491,0.167,0.738,511.2
Jusuf Nurkić23POR,14.3,9,1.8,0.8,1.4,0.505,0,0.63,506.88
Wayman Tisdale23IND,16.1,6.2,1.3,0.7,0.4,0.512,0,0.783,484.61
John Bagley25CLE,11.7,3.5,9.4,1.6,0.1,0.423,0.243,0.791,481.84
Damon Stoudamire26POR,12.5,3.1,5.2,1,0,0.432,0.377,0.841,471.2
Serge Ibaka30TOR,15.4,8.2,1.4,0.5,0.8,0.512,0.385,0.718,467.1
Shawn Marion33DAL,10.6,7.4,2.1,1.1,0.6,0.446,0.294,0.796,457.5
Victor Oladipo24OKC,15.9,4.3,2.6,1.2,0.3,0.442,0.361,0.753,451.52
Daniel Gafford22WAS,10.1,5.6,0.5,0.7,1.8,0.681,0,0.672,449.58
Dennis Rodman*28DET,8.8,9.7,0.9,0.6,0.7,0.581,0.111,0.654,446.6
Maurice Taylor24HOU,13,5.5,1.5,0.4,0.6,0.489,0,0.735,426.14
Drew Gooden26TOT,12,8.6,1.2,0.7,0.8,0.449,0,0.753,425.04
Tyrone Corbin35ATL,10.2,4.6,2.2,1.3,0.1,0.439,0.348,0.789,410.4
Joe Harris28BRK,14.5,4.3,2.1,0.6,0.2,0.486,0.424,0.719,409.64
Chris Mullin*22GSW,14,2.1,1.9,1.3,0.4,0.463,0.185,0.896,404.8
Jamal Mashburn24TOT,11.9,4.3,3,1.1,0.2,0.385,0.325,0.702,395.64
Anthony Peeler28VAN,9.9,2.5,2.9,1.1,0,0.486,0.263,0.667,384.56
