Relation NBA,,,,,,,,,
Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,MP*PER
Dominique Wilkins*30ATL,26.7,6.5,2.5,1.6,0.6,0.484,0.322,0.807,888.06
Kiki Vandeweghe25DEN,29.4,4.8,3.1,0.7,0.6,0.558,0.367,0.852,828.36
Tim Duncan*33SAS,17.9,10.1,3.2,0.6,1.5,0.518,0.182,0.725,773.11
James Worthy*28LAL,21.1,6,3.6,1.2,0.6,0.548,0.306,0.782,732.6
Al Jefferson26UTA,18.6,9.7,1.8,0.6,1.9,0.496,0,0.761,721.59
Metta World Peace28SAC,20.5,5.8,3.5,2.3,0.7,0.453,0.38,0.719,716.28
Peja Stojaković28IND,19.5,6.3,1.7,0.7,0.2,0.461,0.404,0.903,695.24
Jason Terry25ATL,17.2,3.4,7.4,1.6,0.2,0.428,0.371,0.887,691.6
Jayson Williams29NJN,12.9,13.6,1,0.7,0.8,0.498,0,0.666,673.2
Robert Parish*33BOS,17.5,10.6,2.2,0.8,1.8,0.556,0,0.735,661.98
Matt Harpring26UTA,17.6,6.6,1.7,0.9,0.2,0.511,0.413,0.792,633.04
Mark Jackson31DEN,10.4,5.2,12.3,1,0.2,0.425,0.397,0.801,623.7
Danny Granger27IND,20.5,5.4,2.6,1.1,0.8,0.425,0.386,0.848,623
Richard Hamilton23WAS,20,3.4,2.7,0.6,0.2,0.435,0.381,0.89,591.5
Gerald Wallace28CHA,15.6,8.2,2.4,1.2,1,0.433,0.33,0.739,585
Chuck Person25IND,19.7,5.8,3,0.7,0.3,0.487,0.372,0.781,584.32
Tobias Harris25TOT,18.6,5.5,2.4,0.9,0.4,0.46,0.411,0.829,571.14
Maurice Cheeks*27PHI,12.7,2.7,6.4,2.3,0.3,0.55,0.4,0.733,546.12
Vlade Divac*32SAC,12,8.3,2.9,1.1,1.1,0.482,0.286,0.691,529.23
Chuck Person27IND,18.5,5.3,4.7,0.8,0.2,0.48,0.373,0.675,523.45
Toni Kukoč*29CHI,13.3,4.4,4.2,1,0.5,0.455,0.362,0.708,522.46
Eddie Johnson29ATL,16.3,2.6,7.8,0.6,0.1,0.479,0.306,0.798,511.92
Danilo Gallinari21NYK,15.1,4.9,1.7,0.9,0.7,0.423,0.381,0.818,501.72
