Relation NBA,,,,,,,,,
Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,MP*PER
Giannis Antetokounmpo26MIL,28.1,11,5.9,1.2,1.2,0.569,0.303,0.685,963.6
Hakeem Olajuwon*27HOU,24.3,14,2.9,2.1,4.6,0.501,0.167,0.713,918.21
James Harden32BRK,22.5,8,10.2,1.3,0.7,0.414,0.332,0.869,754.8
Andre Iguodala25PHI,18.8,5.7,5.3,1.6,0.4,0.473,0.307,0.724,734.16
Reggie Miller*35IND,18.9,3.5,3.2,1,0.2,0.44,0.366,0.928,679.89
Ricky Davis26TOT,19.4,4.5,5.1,1.2,0.2,0.448,0.302,0.797,641.16
Jalen Rose29TOT,20.4,4.5,4.3,0.9,0.5,0.455,0.362,0.839,638.4
Mark Jackson23NYK,16.9,4.7,8.6,1.9,0.1,0.467,0.338,0.698,629.52
Ralph Sampson*25HOU,18.9,11.1,3.6,1.3,1.6,0.488,0.133,0.641,613.47
Richard Hamilton24DET,19.7,3.9,2.5,0.8,0.2,0.443,0.269,0.833,602.14
Dan Majerle27PHO,16.9,4.7,3.8,1.7,0.4,0.464,0.381,0.778,600.6
Kenny Thomas26PHI,13.6,10.1,1.5,1.1,0.4,0.469,0.2,0.752,580.35
Lewis Lloyd24HOU,17.8,3.6,3.9,1.2,0.5,0.516,0.231,0.789,511.82
Josh Smith28DET,16.4,6.8,3.3,1.4,1.4,0.419,0.264,0.532,500.55
Clifford Robinson30POR,15.1,4,3.2,1.2,0.8,0.426,0.346,0.696,497.8
George McGinnis*29DEN,15.6,10.3,4.9,1.5,0.4,0.459,0.143,0.541,492.96
Speedy Claxton26TOT,11.5,3,6,1.8,0.1,0.421,0.18,0.736,475.58
Rod Strickland35MIA,10.4,3.1,6.1,1.1,0.1,0.443,0.308,0.766,471.12
Harrison Barnes27SAC,14.5,4.9,2.2,0.6,0.2,0.46,0.381,0.801,458.85
Tristan Thompson24CLE,7.8,9,0.8,0.5,0.6,0.588,0,0.616,440.43
Drew Gooden27TOT,11.9,7.1,0.9,0.6,0.4,0.468,0,0.84,404.24
Kenny Smith28HOU,11.6,1.8,4.2,0.8,0.1,0.48,0.405,0.871,401.86
Corliss Williamson29DET,12,4.4,1.3,0.5,0.3,0.453,0.182,0.79,394.07
Fred Jones25IND,10.6,3.1,2.5,0.8,0.4,0.425,0.38,0.85,392.35
Jerry Reynolds27ORL,12.8,4.8,2.7,1.4,1,0.417,0.071,0.742,382.11
Richard Jefferson30SAS,11,3.8,1.3,0.5,0.4,0.474,0.44,0.759,376.96
Michael Cooper29LAL,9.2,3,5.7,1.1,0.5,0.452,0.387,0.865,373.95
Tony Bradley23OKC,8.7,6.1,0.9,0.4,0.8,0.656,0,0.705,367.2
Marcus Fizer23CHI,12.3,5.6,1.6,0.6,0.3,0.438,0.171,0.668,366.36
Herb Williams30TOT,10.2,7.8,1.6,0.6,1.8,0.436,0,0.686,344.5
Sleepy Floyd22GSW,11.7,2.9,2.2,1.2,0.2,0.431,0.545,0.83,342
Phil Hubbard26CLE,9.5,5.7,1.1,1.1,0.1,0.482,0,0.689,330.82
Hersey Hawkins33CHI,7.9,2.9,2.2,1.2,0.2,0.424,0.39,0.899,303.24
Brent Price30HOU,7.3,2,2.8,0.8,0,0.483,0.411,0.754,303
Billy Ray Bates25POR,11.1,1.4,1.5,0.5,0.1,0.473,0.293,0.787,291.92
Roy Tarpley22DAL,7.5,7.1,0.7,0.7,1.1,0.467,0.333,0.676,284.24
De'Andre Hunter22ATL,12.3,4.5,1.8,0.7,0.3,0.41,0.355,0.764,275.2
Ivica Zubac19LAL,7.5,4.2,0.8,0.4,0.9,0.529,0,0.653,272
Luol Deng31LAL,7.6,5.3,1.3,0.9,0.4,0.387,0.309,0.73,267.65
Tyler Hansbrough24IND,8.5,4.8,1,0.6,0.3,0.36,0,0.743,256.96
Blue Edwards31VAN,7.8,3.1,1.9,0.6,0.3,0.397,0.281,0.817,236
Ronny Turiaf24LAL,5.3,3.6,0.9,0.2,1.1,0.549,0,0.664,234.05
Tyler Zeller24CLE,5.7,4,0.5,0.3,0.5,0.538,0,0.719,231
Larry Robinson33ATL,6,2.6,1.1,0.8,0.1,0.364,0.379,0.875,227.29
Sean Rooks31LAC,5.4,3.7,0.9,0.4,0.8,0.428,0.5,0.748,217.35
Kris Humphries22TOR,5.7,3.7,0.4,0.4,0.4,0.483,0,0.605,207.24
D.J. Augustin22CHA,6.4,1.2,2.4,0.6,0.1,0.386,0.393,0.779,206.08
Cam Thomas20BRK,8.5,2.4,1.2,0.5,0.1,0.433,0.27,0.829,205.92
Edmond Sumner25IND,7.5,1.8,0.9,0.6,0.2,0.525,0.398,0.819,205.74
Steve Smith35TOT,6.3,1.3,1.4,0.3,0.1,0.411,0.39,0.863,204
Mike Sweetney21NYK,4.3,3.7,0.3,0.4,0.3,0.493,0,0.724,202.96
Tom Garrick25SAS,5.2,2.2,3.3,1.1,0.1,0.473,0,0.625,200.94
Ken Green26NYK,4.4,3.9,0.3,0.6,0,0.481,0,0.556,198.79
Norman Powell22TOR,5.6,2.3,1,0.6,0.2,0.424,0.404,0.811,196.84
Chris Quinn25MIA,5.1,1.1,2,0.4,0,0.408,0.409,0.81,188.34
Óscar Torres25HOU,6,1.9,0.6,0.4,0.1,0.396,0.294,0.781,188.1
Kenny Satterfield20DEN,5.3,1.4,3,0.9,0,0.367,0.259,0.783,179.4
JaKarr Sampson22DEN,5.2,2.3,0.6,0.5,0.7,0.47,0.276,0.72,167.4
Brandon Goodwin26CLE,4.8,1.9,2.5,0.7,0,0.416,0.345,0.632,164.02
Calvin Booth23WAS,3.8,2.9,0.6,0.3,1.3,0.348,0,0.714,154.7
Ray Tolbert24TOT,5,3.3,0.7,0.4,0.6,0.5,0,0.505,148.96
Dominic McGuire27NOH,2.1,3.1,1,0.9,0.3,0.429,0,0.5,146.51
Gary Garland22DEN,4.3,1.8,1.9,0.7,0.1,0.435,0.316,0.692,144.84
Jorge Gutiérrez25BRK,4.1,1.5,2,0.7,0.1,0.463,0.25,0.75,141.81
Javonte Green27TOT,3.6,1.7,0.4,0.7,0.1,0.52,0.333,0.75,139.15
Dion Glover26SAS,3.6,1.6,0.6,0.4,0.4,0.364,0.125,0.8,135.8
Kevin Duckworth22POR,6,3.8,0.5,0.3,0.4,0.491,0,0.692,130.24
Luke Walton23LAL,2.4,1.8,1.6,0.4,0.1,0.425,0.333,0.705,128.27
Mike Woodson22NYK,4.7,1.2,0.9,0.4,0.1,0.442,0.2,0.766,127.53
Al Harrington32ORL,5.1,2.7,1,0.4,0.1,0.351,0.267,0.75,122.57
James Johnson22CHI,3.9,2,0.7,0.3,0.7,0.452,0.326,0.729,120.64
Dewayne Dedmon24PHI,3.4,4.5,0.3,0,0.8,0.517,0,0.538,118.32
Channing Frye25POR,4.2,2.2,0.4,0.3,0.3,0.423,0.333,0.722,118
Jon Barry23MIL,4.4,0.9,1.4,0.7,0.1,0.369,0.333,0.673,112.32
Brian Scalabrine24NJN,3.1,2.4,0.8,0.3,0.3,0.402,0.359,0.833,109.47
Chris Welp25PHI,3.4,2.7,0.4,0.3,0.6,0.446,0,0.658,101.79
Darrick Martin34TOR,2.6,0.5,1.4,0.4,0,0.351,0.4,0.75,97.75
Anthony Brown24NOP,3.8,2.9,0.7,0.6,0.1,0.341,0.25,0,93.81
Evan Turner31ATL,3.3,2,2,0.5,0.4,0.373,0,0.857,89.76
Brandon Bass20NOK,2.3,2.3,0.1,0.1,0.2,0.4,0,0.632,83.72
Wesley Person32MEM,5.2,1.1,1.4,0.3,0.1,0.308,0.256,0.75,81.88
Solomon Hill26NOP,2.4,3,1.8,0.6,0.1,0.268,0.19,0.5,74.88
Matt Ryan25TOT,3.6,0.8,0.5,0.1,0,0.37,0.381,0.833,73.71
Ryan Humphrey23MEM,2.2,2.3,0.3,0.4,0.2,0.343,0,0.455,67.68
Keith Tower25LAC,2.4,1.5,0.1,0.1,0.3,0.444,0,0.692,67.5
Pepe Sánchez23TOT,0.7,0.5,1.4,0.4,0,0.321,0,1,65.52
Ansu Sesay26SEA,2.1,1.6,0.5,0.3,0.1,0.383,0,0.571,61
Pete Verhoeven25KCK,2.3,1.2,0.3,0.3,0.1,0.472,0,0.84,58.48
Cheese Johnson22GSW,3,1.6,0.2,0.1,0,0.4,0,0.6,55.46
Jeff Ayres28LAC,1.8,1.3,0.3,0,0.2,0.522,0,1,52.29
Jake Voskuhl23CHI,1.9,2.1,0.3,0.3,0.4,0.44,0,0.571,51.62
Jarron Collins30UTA,1.5,1.4,0.3,0.1,0,0.457,0,0.727,44.66
Vit Krejci22ATL,1.2,0.9,0.6,0.2,0,0.405,0.238,0.5,43.89
