Relation NBA,,,,,,,,,
Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,MP*PER
Kevin McHale*29BOS,26.1,9.9,2.6,0.5,2.2,0.604,0,0.836,952.8
John Stockton*29UTA,15.8,3.3,13.7,3,0.3,0.482,0.407,0.842,834.48
Jack Sikma*26SEA,19.6,12.7,3.4,1.2,1.3,0.479,0.154,0.855,766.32
Alonzo Mourning*26MIA,19.8,9.9,1.6,0.8,2.9,0.534,0.111,0.642,760.32
Rudy Gobert27UTA,15.1,13.5,1.5,0.8,2,0.693,0,0.63,744.31
Glen Rice27MIA,22.3,4.6,2.3,1.4,0.2,0.475,0.41,0.855,724.96
Corey Maggette24LAC,20.7,5.9,3.1,0.9,0.2,0.447,0.329,0.848,723.6
Zach Randolph27TOT,20.8,10.1,2.1,0.9,0.3,0.475,0.33,0.734,691.47
Paul Millsap25UTA,17.3,7.6,2.5,1.4,0.9,0.531,0.391,0.757,679.14
Matt Harpring26UTA,17.6,6.6,1.7,0.9,0.2,0.511,0.413,0.792,633.04
Mitch Richmond*24GSW,22.1,4.6,2.9,1.3,0.3,0.497,0.358,0.866,610.3
Nikola Vučević27ORL,16.5,9.2,3.4,1,1.1,0.475,0.314,0.819,581.15
Wally Szczerbiak27MIN,15.5,3.7,2.4,0.5,0.2,0.506,0.373,0.855,540.36
Mason Plumlee26POR,11.1,8,4,0.9,1.2,0.532,0,0.567,531.09
Cliff Robinson20NJN,19.5,7.6,1.7,0.9,0.8,0.491,1,0.718,517.31
Jason Richardson26GSW,16,5.1,3.4,1.1,0.6,0.417,0.365,0.657,508.4
Johnny Moore25SAS,10.1,3,9.6,2.1,0.3,0.446,0.322,0.755,490
Terry Catledge28ORL,14.8,7,1.4,0.7,0.2,0.496,0,0.694,474.24
James Johnson29MIA,12.8,4.9,3.6,1,1.1,0.479,0.34,0.707,465.8
Eric Snow25PHI,8.6,3.4,6.3,2.1,0,0.428,0.238,0.733,461.82
Mehmet Okur30UTA,13.5,7.1,1.6,0.5,1.1,0.458,0.385,0.82,458.64
Mo Williams30UTA,12.9,2.4,6.2,1,0.2,0.43,0.383,0.882,443.52
Michael Carter-Williams23PHI,15,6.2,7.4,1.5,0.4,0.38,0.256,0.643,433.92
Kris Dunn23CHI,13.4,4.3,6,2,0.5,0.429,0.321,0.737,424.85
Henry Walker22NYK,11.9,3.1,1.4,0.9,0.1,0.518,0.431,0.787,408.26
Derrick White25SAS,11.3,3.3,3.5,0.6,0.9,0.458,0.366,0.853,405.08
Jerry Stackhouse31DAL,13,2.8,2.9,0.7,0.2,0.401,0.277,0.882,401.65
Monte Morris23DEN,10.4,2.4,3.6,0.9,0,0.493,0.414,0.802,388.8
Sam Mitchell35MIN,11.2,3.6,2,0.7,0.3,0.408,0.237,0.764,379.29
Antonio Davis35TOT,8.9,8.4,1.7,0.5,0.8,0.403,0,0.765,378.78
Mychal Thompson33LAL,11.6,6.1,0.8,0.5,1,0.512,0,0.634,366.46
Corey Maggette22LAC,11.4,3.7,1.8,0.7,0.3,0.443,0.331,0.801,366.08
Dennis Schröder29LAL,12.6,2.5,4.5,0.8,0.2,0.415,0.329,0.857,346.15
Jorge Garbajosa29TOR,8.5,4.9,1.9,1.2,0.2,0.42,0.342,0.731,344.85
Anthony Peeler30MIN,9.8,2.8,2.4,0.8,0.1,0.436,0.333,0.798,333.96
Mark Blount30BOS,12.4,4.2,1.7,0.4,0.9,0.511,0,0.764,333.6
Arvydas Sabonis*38POR,6.1,4.3,1.8,0.8,0.6,0.476,0.5,0.787,317.75
Bobby Simmons23LAC,7.8,4.7,1.7,0.9,0.3,0.394,0.167,0.834,309.96
Hersey Hawkins33CHI,7.9,2.9,2.2,1.2,0.2,0.424,0.39,0.899,303.24
Ricky Berry24SAC,11,3.1,1.3,0.6,0.3,0.45,0.406,0.789,288.2
Tony Delk24TOT,10.1,2.2,2.2,0.9,0.2,0.393,0.268,0.735,285.58
Chaundee Brown Jr.23ATL,9.7,4.7,1.3,0.7,0,0.36,0.4,0.833,285.31
Mike Mitchell31SAS,12.7,2.6,1,0.5,0.2,0.435,0.5,0.821,274.89
Shaun Livingston30GSW,6.3,2.2,3,0.7,0.3,0.536,0.167,0.86,269.1
Tony Campbell31NYK,7.1,2.7,1.4,0.9,0,0.492,0.333,0.811,228.76
Rajon Rondo34TOT,5.4,2.4,4.4,0.8,0.1,0.442,0.404,0.941,225.72
Clarence Kea21DAL,7.3,4.2,0.3,0.4,0.1,0.457,0,0.694,214.52
Pooh Richardson30LAC,5.6,1.7,2.9,0.9,0.1,0.381,0.328,0.605,213.58
Trevor Ariza20NYK,4.6,3.8,1.3,1.2,0.3,0.418,0.333,0.545,200.94
Jamaal Magloire22CHH,4.6,4,0.4,0.2,1.1,0.45,0,0.655,198.32
Randy Brown28CHI,4.7,1.5,1.8,1.1,0.2,0.42,0.182,0.679,191.1
Richard Jefferson34DAL,5.8,2.5,0.8,0.4,0.1,0.444,0.426,0.684,189.84
Mark Strickland30NJN,5.7,4.6,0.8,0.4,0.3,0.389,1,0.727,183.68
Zaza Pachulia25ATL,4.3,3.8,0.5,0.5,0.4,0.488,0,0.65,183.4
Carl Nicks22UTA,6.3,1.5,1.7,0.8,0,0.51,0,0.537,180.18
Luis Scola36BRK,5.1,3.9,1,0.4,0.1,0.47,0.34,0.676,177.92
Calvin Natt32SAS,8.5,3.2,1.1,0.2,0.2,0.379,0,0.729,172.05
David Wood31DAL,4.9,3.6,0.7,0.4,0.2,0.435,0.322,0.725,170.52
Cartier Martin29ATL,5.9,2,0.6,0.5,0.1,0.414,0.384,0.754,168.95
Billy Thompson23LAL,5.6,2.9,1,0.3,0.5,0.544,0,0.649,165.12
Kendall Gill33MIA,5.7,2.8,1.5,0.7,0.1,0.384,0.136,0.677,164.92
MarShon Brooks30MEM,6.6,1.6,0.9,0.3,0.1,0.45,0.278,0.697,154.28
Bill Wennington31CHI,5,2.6,0.5,0.3,0.2,0.492,0,0.81,151.96
Greivis Vásquez29MIL,5.7,2,4,0.4,0,0.326,0.247,0.846,148
Thomas Hamilton24HOU,3.7,4.1,0.7,0.2,0.6,0.443,0,0.522,141.36
Dudley Bradley29MIL,3.1,1.5,1,1.5,0.1,0.357,0.26,0.81,135.96
Ish Smith33CHO,4.5,1.5,2.6,0.5,0.3,0.395,0.4,0.632,132.48
Walter Bond25TOT,4.7,1.4,1,0.3,0.2,0.464,0.366,0.7,129.78
Jordan Bell25TOT,3.2,2.8,0.6,0.1,0.3,0.522,0.333,0.613,122.32
Mike Peplowski23SAC,3.2,3.1,0.4,0.3,0.5,0.539,0,0.545,116.16
JaMychal Green24MEM,2.7,2,0.2,0.3,0.2,0.575,0,0.8,110.6
Tyler Johnson29TOT,2.8,2,1.2,0.5,0.5,0.3,0.385,0,107.92
Mikki Moore23DET,2,0.5,0,0,0,1,0,1,107.1
Shabazz Napier24ORL,3.7,1,1.8,0.4,0,0.338,0.327,0.733,104.64
Craig Neal26DEN,4.4,1.6,3.7,0.4,0,0.4,0.333,0.591,102.5
Tony Bennett25CHH,4.7,0.7,1.3,0,0,0.462,0.222,0,79.56
Mark McNamara25KCK,2.4,1.7,0.2,0.2,0.2,0.483,0,0.523,76.8
Malik Rose33NYK,3.5,2.1,0.6,0.3,0.1,0.367,0.286,0.725,73.73
KZ Okpala20MIA,1.4,1,0.2,0.4,0.2,0.6,0,0.5,71.24
Marshall Plumlee25MIL,1.8,2.1,0.3,0,0.1,0.333,0,0.75,70.85
Devin Durrant25PHO,4.3,2,1.3,0.8,0,0.381,0,0.25,62.72
Jeff Cook29UTA,3.5,2.5,0,0,0,0.5,0,1,57.8
Greg Anderson31SAS,1.2,2.2,0.2,0.2,0.5,0.511,0,0.24,57.75
Maurice Harkless27MIA,1.4,1.2,0.6,0.2,0.4,0.385,0.455,0,51.98
Facundo Campazzo31DAL,1.3,0.3,1.1,0.8,0,0.231,0.273,0.5,50.7
Kobi Simmons25CHO,1,0.8,1,0,0.4,0.167,0.2,1,50.4
Shareef Abdur-Rahim31SAC,1.7,1.7,0.7,0.2,0,0.214,0,1,46.75
Garth Joseph27TOR,1,1,0.5,0,0,0.5,0,0,45.2
Kevin Pangos29CLE,1.6,0.5,1.3,0.1,0,0.326,0.231,0.75,44.85
Speedy Claxton30ATL,2.5,0,1.5,0,0,0.286,0,0.5,42.75
Kevin Ollie26SAC,1.7,0.9,0.4,0.4,0.1,0.308,0,0.8,39.77
Justin Jackson26TOT,2.1,1,0.3,0,0,0.333,0.333,1,39.27
Shavlik Randolph31PHO,1.1,1.6,0.2,0.3,0.1,0.24,0,0.5,38.43
Johnny Taylor25TOT,1.8,1,0.2,0.2,0.2,0.357,1,0,35.34
Randolph Childress24TOT,1.7,0.3,0.7,0.4,0,0.35,0.263,0.75,30.15
Isaiah Todd20WAS,1.7,1,0.3,0.3,0.2,0.269,0.25,0.333,29.14
Bryce Drew29NOH,0.8,0.4,0.9,0.3,0,0.222,0.143,1,23.4
Larry Drew II27TOT,1.7,0.3,1,0,0,0.292,0.333,0,20.3
Jeremiah Martin24CLE,2.4,0.8,0.4,0.6,0.2,0.273,0.25,0.2,11.62
Justin Williams23HOU,3,1,0,0,0,0.333,0,0.25,-78
End NBA,,,,,,,,,
