Relation NBA,,,,,,,,,
Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,MP*PER
Jimmy Butler31MIA,21.5,6.9,7.1,2.1,0.3,0.497,0.245,0.863,890.4
Domantas Sabonis25IND,18.9,12.1,5,1,0.5,0.58,0.324,0.74,770.34
Eddie Jones31MIA,18.5,4.8,3.7,1.4,0.7,0.423,0.407,0.822,720.09
Blake Griffin28LAC,22.6,7.9,5.4,0.9,0.3,0.441,0.342,0.785,703.8
Jeff Ruland24WSB,19.4,11,3,0.9,1,0.552,0.333,0.689,702.28
Bradley Beal29WAS,23.2,3.9,5.4,0.9,0.7,0.506,0.365,0.842,659.95
David Lee30GSW,18.2,9.3,2.1,0.7,0.4,0.523,0,0.78,634.12
Jeff Malone28WSB,24.3,2.7,3.2,0.6,0.1,0.491,0.167,0.877,632.7
Magic Johnson*36LAL,14.6,5.7,6.9,0.8,0.4,0.466,0.379,0.856,630.89
Moses Malone*36MIL,15.6,9.1,1.1,0.9,0.8,0.474,0.375,0.786,587.52
David Wesley30CHH,17.2,2.7,4.4,1.6,0.2,0.422,0.376,0.799,579.87
Jamaal Wilkes*29LAL,19.6,4.3,2.3,0.8,0.2,0.53,0,0.757,561.44
Thurl Bailey26UTA,19.6,6.5,1.9,0.6,1.5,0.492,0.333,0.826,557.46
Sean Elliott22SAS,15.9,5.6,2.9,0.8,0.4,0.49,0.313,0.808,526.82
Sam Perkins26DAL,14.2,8,1.6,1,0.7,0.45,0.167,0.822,499.5
Nenê31WAS,14.2,5.5,2.9,1.2,0.9,0.503,0.2,0.583,488.04
Brad Davis29DAL,10.1,2.4,7.1,1.1,0.1,0.505,0.409,0.888,471.2
Jeff Malone32TOT,16.4,2.6,1.6,0.5,0.1,0.486,0.583,0.83,448.2
Reggie Jackson23OKC,13.1,3.9,4.1,1.1,0.1,0.44,0.339,0.893,438.9
Gerald Wallace22CHA,11.1,5.5,2,1.7,1.3,0.449,0.274,0.661,432.87
Larry Hughes23GSW,12.3,3.4,4.3,1.5,0.3,0.423,0.194,0.737,432.74
Drew Gooden26TOT,12,8.6,1.2,0.7,0.8,0.449,0,0.753,425.04
George McGinnis*29IND,13.2,8.5,4,1.1,0.2,0.437,0.125,0.575,403.2
Dave Corzine25SAS,10.1,7.7,1.6,0.4,1.5,0.519,0.25,0.746,397.83
Vinnie Johnson34DET,11.7,3.4,3.3,0.9,0.2,0.434,0.324,0.646,372.48
Gene Banks25SAS,9.5,5.4,2.9,0.8,0.2,0.586,0.333,0.774,369.75
John Salley27DET,9.5,4.1,1.6,0.7,1.5,0.512,0,0.715,361.62
Ed Davis23TOT,7.7,5.7,0.8,0.5,1,0.539,0,0.617,357.78
Šarūnas Marčiulionis*25GSW,12.1,2.9,1.6,1.3,0.1,0.519,0.256,0.787,350.3
D.J. White24CHA,8.5,4.4,0.6,0.3,0.5,0.526,0,0.759,343.38
Lawrence Funderburke27SAC,9.5,4.5,1.2,0.4,0.3,0.49,0.143,0.679,340.2
Hamidou Diallo22TOT,11.6,5.2,1.9,0.8,0.5,0.477,0.341,0.64,337.48
Melvin Ely27CHA,9.8,4.9,1.3,0.5,0.8,0.508,0,0.667,337.48
Mike Bantom30IND,11.7,5.5,1.7,1,0.6,0.438,0.333,0.66,335.16
Taj Gibson35NYK,5.4,5.6,0.8,0.7,1.1,0.627,0.2,0.727,332.8
Tom Owens32IND,10.5,5,1.7,0.6,0.5,0.47,0.5,0.801,321.84
Eldridge Recasner30ATL,9.3,2.4,2,0.7,0,0.456,0.419,0.937,319.8
J.J. Barea26DAL,9.5,2,3.9,0.4,0,0.439,0.349,0.847,304.88
Ronald Murray28IND,11,2,3.5,1.1,0.1,0.425,0.389,0.754,299.99
Trent Tucker25NYK,8.5,2.4,2.6,1,0.2,0.483,0.403,0.792,297.36
Metta World Peace32LAL,7.7,3.4,2.2,1.1,0.4,0.394,0.296,0.617,295.9
Edgar Jones25DET,7.8,4.3,0.8,0.6,1.9,0.548,0.5,0.698,292.25
Darius Songaila27CHI,9.2,4,1.4,0.6,0.3,0.481,0.4,0.817,291.04
James Ennis III27MEM,6.9,3.5,1.1,0.7,0.3,0.486,0.357,0.877,278.46
Matt Bonner31SAS,6.6,3.3,0.9,0.2,0.3,0.44,0.42,0.762,269.28
Sasha Vujačić23LAL,8.8,2.1,1,0.5,0.1,0.454,0.437,0.835,268.78
Jodie Meeks29ORL,9.1,2.1,1.3,0.9,0.1,0.402,0.409,0.878,268.55
Devin Harris32DAL,7.6,2.2,1.8,0.9,0.2,0.447,0.329,0.721,262
Mike Sweetney23CHI,8.1,5.3,0.9,0.3,0.8,0.45,0,0.652,257.15
John Starks34CHI,7.5,2.5,2.8,1.3,0.3,0.324,0.3,1,256.25
